48|98
48|45
48|31
48|73
48|59
48|51
48|93
48|17
48|92
48|84
48|54
48|99
48|21
48|61
48|42
48|71
48|39
48|82
48|35
24|85
24|18
24|28
24|13
24|19
24|76
24|36
24|86
24|55
24|46
24|63
24|39
24|95
24|48
24|57
24|53
24|49
24|78
24|37
24|75
24|17
24|11
24|16
24|44
25|76
25|71
25|21
25|92
25|37
25|99
25|33
25|32
25|35
25|49
25|84
25|61
25|54
25|51
25|29
25|79
25|46
25|95
25|24
25|55
25|58
25|19
25|28
25|56
21|37
21|51
21|92
21|33
21|28
21|36
21|95
21|76
21|35
21|58
21|84
21|46
21|61
21|24
21|71
21|49
21|32
21|55
21|79
21|19
21|29
21|54
21|56
21|99
16|84
16|11
16|57
16|42
16|48
16|86
16|53
16|78
16|98
16|39
16|85
16|59
16|82
16|73
16|63
16|75
16|93
16|25
16|18
16|21
16|17
16|45
16|31
16|51
39|61
39|32
39|25
39|98
39|56
39|45
39|92
39|82
39|93
39|99
39|59
39|79
39|51
39|35
39|42
39|29
39|71
39|73
39|33
39|58
39|21
39|54
39|31
39|84
33|79
33|19
33|11
33|56
33|46
33|49
33|28
33|18
33|85
33|55
33|63
33|13
33|44
33|36
33|86
33|48
33|24
33|16
33|57
33|29
33|76
33|95
33|37
33|32
17|84
17|75
17|42
17|99
17|71
17|53
17|33
17|78
17|98
17|31
17|73
17|25
17|39
17|59
17|93
17|82
17|61
17|21
17|35
17|54
17|92
17|51
17|45
17|58
57|53
57|54
57|18
57|42
57|25
57|73
57|59
57|98
57|51
57|48
57|85
57|21
57|39
57|31
57|17
57|45
57|82
57|63
57|84
57|35
57|78
57|11
57|93
57|75
82|56
82|35
82|24
82|76
82|46
82|19
82|79
82|25
82|99
82|84
82|51
82|32
82|28
82|95
82|71
82|21
82|92
82|58
82|61
82|33
82|54
82|42
82|29
82|55
61|79
61|28
61|13
61|19
61|92
61|24
61|36
61|58
61|71
61|29
61|99
61|55
61|33
61|86
61|46
61|49
61|56
61|32
61|57
61|44
61|16
61|37
61|95
61|76
49|53
49|16
49|17
49|98
49|36
49|86
49|44
49|31
49|13
49|73
49|93
49|63
49|85
49|11
49|18
49|48
49|82
49|57
49|37
49|39
49|78
49|75
49|59
49|45
36|98
36|31
36|53
36|63
36|45
36|75
36|59
36|44
36|85
36|11
36|13
36|39
36|42
36|86
36|93
36|73
36|18
36|78
36|57
36|48
36|82
36|17
36|25
36|16
76|93
76|39
76|75
76|73
76|44
76|16
76|63
76|86
76|59
76|46
76|57
76|37
76|31
76|11
76|36
76|48
76|85
76|17
76|78
76|49
76|13
76|53
76|19
58|99
58|29
58|76
58|36
58|56
58|33
58|79
58|32
58|63
58|37
58|86
58|28
58|11
58|13
58|24
58|44
58|57
58|95
58|46
58|85
58|55
58|16
44|18
44|31
44|21
44|73
44|42
44|98
44|53
44|48
44|57
44|86
44|11
44|45
44|93
44|17
44|82
44|78
44|63
44|75
44|84
44|39
44|85
59|24
59|82
59|95
59|45
59|56
59|61
59|32
59|29
59|42
59|98
59|79
59|21
59|99
59|93
59|84
59|58
59|92
59|28
59|25
59|54
79|57
79|46
79|24
79|86
79|13
79|11
79|37
79|56
79|36
79|17
79|78
79|48
79|55
79|16
79|49
79|19
79|95
79|32
79|85
99|76
99|57
99|46
99|16
99|29
99|13
99|95
99|28
99|32
99|56
99|86
99|19
99|11
99|49
99|18
99|24
99|37
99|44
86|59
86|39
86|17
86|75
86|98
86|85
86|93
86|51
86|21
86|25
86|53
86|78
86|84
86|45
86|82
86|31
86|42
98|28
98|25
98|84
98|51
98|42
98|71
98|61
98|21
98|55
98|45
98|24
98|92
98|54
98|33
98|58
98|56
46|16
46|37
46|53
46|59
46|39
46|36
46|63
46|78
46|31
46|86
46|18
46|11
46|85
46|73
46|17
56|48
56|78
56|13
56|44
56|49
56|57
56|18
56|46
56|19
56|63
56|76
56|28
56|16
56|95
85|73
85|98
85|17
85|53
85|31
85|75
85|93
85|18
85|48
85|11
85|42
85|82
85|35
93|51
93|35
93|28
93|29
93|42
93|45
93|55
93|71
93|32
93|98
93|84
93|25
32|18
32|36
32|46
32|16
32|95
32|75
32|76
32|49
32|63
32|86
32|24
35|46
35|37
35|29
35|49
35|58
35|55
35|99
35|76
35|95
35|44
45|19
45|95
45|61
45|56
45|28
45|21
45|35
45|92
45|55
37|31
37|17
37|73
37|98
37|45
37|13
37|82
37|78
18|78
18|98
18|42
18|82
18|93
18|92
18|58
13|25
13|16
13|57
13|48
13|73
13|53
53|59
53|73
53|29
53|39
53|33
63|85
63|53
63|18
63|78
42|84
42|99
42|46
29|56
29|17
19|93
